           1   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           2   0.00000000       2.50000000       0.00000000       0.00000000       0.00000000       0.00000000    
           3   0.00000000       5.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           4   3.33333325       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           5   3.33333325       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           6   3.33333325       2.50000000       0.00000000       0.00000000       0.00000000       0.00000000    
           7   3.33333325       5.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           8   6.66666651       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           9   6.66666651       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
          10   6.66666651       2.50000000       0.00000000       0.00000000       0.00000000       0.00000000    
          11   6.66666651       5.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
          12   10.0000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
