         286          11          26
   3.87059045       4.21833706       1.00000000             136 	0	0	0	0
   3.87059045       4.61708641       1.00000000             137 	0	0	0	0
   3.87059045       5.00000000       1.00000000             138 	0	0	0	0
   3.87059045       5.38291359       1.00000000             139 	0	0	0	0
   3.87059045       5.78166294       1.00000000             140 	0	0	0	0
   3.87059045       6.21918869       1.00000000             141 	0	0	0	0
   3.87059045       6.74556160       1.00000000             142 	0	0	0	0
   3.87059045       7.62755585       1.00000000             143 	0	0	0	0
   4.00000000       2.40000010       1.00000000             144 	0	0	0	0
   4.00000000       3.27274466       1.00000000             145 	0	0	0	0
   4.00000000       3.79359722       1.00000000             146 	0	0	0	0
   4.00000000       4.22653484       1.00000000             147 	0	0	0	0
   4.00000000       4.62110233       1.00000000             148 	0	0	0	0
   4.00000000       5.00000000       1.00000000             149 	0	0	0	0
   4.00000000       5.37889767       1.00000000             150 	0	0	0	0
   4.00000000       5.77346516       1.00000000             151 	0	0	0	0
   4.00000000       6.20640278       1.00000000             152 	0	0	0	0
   4.00000000       6.72725487       1.00000000             153 	0	0	0	0
   4.00000000       7.59999943       1.00000000             154 	0	0	0	0
   4.50000000       2.47499990       1.00000000             155 	0	0	0	0
   4.50000000       3.32256937       1.00000000             156 	0	0	0	0
   4.50000000       3.82839727       1.00000000             157 	0	0	0	0
   4.50000000       4.24884605       1.00000000             158 	0	0	0	0
   4.50000000       4.63203192       1.00000000             159 	0	0	0	0
   4.50000000       5.00000000       1.00000000             160 	0	0	0	0
   4.50000000       5.36796761       1.00000000             161 	0	0	0	0
   4.50000000       5.75115395       1.00000000             162 	0	0	0	0
   4.50000000       6.17160273       1.00000000             163 	0	0	0	0
   4.50000000       6.67743015       1.00000000             164 	0	0	0	0
   4.50000000       7.52499962       1.00000000             165 	0	0	0	0
   5.00000000       2.50000000       1.00000000             166 	0	0	0	0
   5.00000000       3.33917761       1.00000000             167 	0	0	0	0
   5.00000000       3.83999729       1.00000000             168 	0	0	0	0
   5.00000000       4.25628328       1.00000000             169 	0	0	0	0
   5.00000000       4.63567543       1.00000000             170 	0	0	0	0
   5.00000000       5.00000000       1.00000000             171 	0	0	0	0
   5.00000000       5.36432457       1.00000000             172 	0	0	0	0
   5.00000000       5.74371672       1.00000000             173 	0	0	0	0
   5.00000000       6.16000271       1.00000000             174 	0	0	0	0
   5.00000000       6.66082239       1.00000000             175 	0	0	0	0
   5.00000000       7.49999952       1.00000000             176 	0	0	0	0
   5.50000000       2.47499990       1.00000000             177 	0	0	0	0
   5.50000000       3.32256937       1.00000000             178 	0	0	0	0
   5.50000000       3.82839727       1.00000000             179 	0	0	0	0
   5.50000000       4.24884605       1.00000000             180 	0	0	0	0
   5.50000000       4.63203192       1.00000000             181 	0	0	0	0
   5.50000000       5.00000000       1.00000000             182 	0	0	0	0
   5.50000000       5.36796761       1.00000000             183 	0	0	0	0
   5.50000000       5.75115395       1.00000000             184 	0	0	0	0
   5.50000000       6.17160273       1.00000000             185 	0	0	0	0
   5.50000000       6.67743015       1.00000000             186 	0	0	0	0
   5.50000000       7.52499962       1.00000000             187 	0	0	0	0
   6.00000000       2.39999962       1.00000000             188 	0	0	0	0
   6.00000000       3.27274466       1.00000000             189 	0	0	0	0
   6.00000000       3.79359722       1.00000000             190 	0	0	0	0
   6.00000000       4.22653437       1.00000000             191 	0	0	0	0
   6.00000000       4.62110233       1.00000000             192 	0	0	0	0
   6.00000000       5.00000000       1.00000000             193 	0	0	0	0
   6.00000000       5.37889767       1.00000000             194 	0	0	0	0
   6.00000000       5.77346563       1.00000000             195 	0	0	0	0
   6.00000000       6.20640278       1.00000000             196 	0	0	0	0
   6.00000000       6.72725534       1.00000000             197 	0	0	0	0
   6.00000000       7.59999990       1.00000000             198 	0	0	0	0
   6.50000000       2.27500010       1.00000000             199 	0	0	0	0
   6.50000000       3.18970346       1.00000000             200 	0	0	0	0
   6.50000000       3.73559713       1.00000000             201 	0	0	0	0
   6.50000000       4.18934870       1.00000000             202 	0	0	0	0
   6.50000000       4.60288620       1.00000000             203 	0	0	0	0
   6.50000000       5.00000000       1.00000000             204 	0	0	0	0
   6.50000000       5.39711380       1.00000000             205 	0	0	0	0
   6.50000000       5.81065130       1.00000000             206 	0	0	0	0
   6.50000000       6.26440287       1.00000000             207 	0	0	0	0
   6.50000000       6.81029606       1.00000000             208 	0	0	0	0
   6.50000000       7.72499943       1.00000000             209 	0	0	0	0
   7.00000000       2.09999990       1.00000000             210 	0	0	0	0
   7.00000000       3.07344604       1.00000000             211 	0	0	0	0
   7.00000000       3.65439701       1.00000000             212 	0	0	0	0
   7.00000000       4.13728857       1.00000000             213 	0	0	0	0
   7.00000000       4.57738352       1.00000000             214 	0	0	0	0
   7.00000000       5.00000000       1.00000000             215 	0	0	0	0
   7.00000000       5.42261648       1.00000000             216 	0	0	0	0
   7.00000000       5.86271143       1.00000000             217 	0	0	0	0
   7.00000000       6.34560299       1.00000000             218 	0	0	0	0
   7.00000000       6.92655373       1.00000000             219 	0	0	0	0
   7.00000000       7.89999962       1.00000000             220 	0	0	0	0
   7.50000000       1.87500000       1.00000000             221 	0	0	0	0
   7.50000000       2.92397213       1.00000000             222 	0	0	0	0
   7.50000000       3.54999661       1.00000000             223 	0	0	0	0
   7.50000000       4.07035398       1.00000000             224 	0	0	0	0
   7.50000000       4.54459429       1.00000000             225 	0	0	0	0
   7.50000000       5.00000000       1.00000000             226 	0	0	0	0
   7.50000000       5.45540571       1.00000000             227 	0	0	0	0
   7.50000000       5.92964554       1.00000000             228 	0	0	0	0
   7.50000000       6.45000315       1.00000000             229 	0	0	0	0
   7.50000000       7.07602787       1.00000000             230 	0	0	0	0
   7.50000000       8.12499905       1.00000000             231 	0	0	0	0
   8.00000000       1.60000014       1.00000000             232 	0	0	0	0
   8.00000000       2.74128175       1.00000000             233 	0	0	0	0
   8.00000000       3.42239642       1.00000000             234 	0	0	0	0
   8.00000000       3.98854542       1.00000000             235 	0	0	0	0
   8.00000000       4.50451851       1.00000000             236 	0	0	0	0
   8.00000000       5.00000000       1.00000000             237 	0	0	0	0
   8.00000000       5.49548149       1.00000000             238 	0	0	0	0
   8.00000000       6.01145458       1.00000000             239 	0	0	0	0
   8.00000000       6.57760334       1.00000000             240 	0	0	0	0
   8.00000000       7.25871801       1.00000000             241 	0	0	0	0
   8.00000000       8.39999962       1.00000000             242 	0	0	0	0
   8.50000000       1.27499986       1.00000000             243 	0	0	0	0
   8.50000000       2.52537465       1.00000000             244 	0	0	0	0
   8.50000000       3.27159595       1.00000000             245 	0	0	0	0
   8.50000000       3.89186192       1.00000000             246 	0	0	0	0
   8.50000000       4.45715618       1.00000000             247 	0	0	0	0
   8.50000000       5.00000000       1.00000000             248 	0	0	0	0
   8.50000000       5.54284382       1.00000000             249 	0	0	0	0
   8.50000000       6.10813808       1.00000000             250 	0	0	0	0
   8.50000000       6.72840405       1.00000000             251 	0	0	0	0
   8.50000000       7.47462511       1.00000000             252 	0	0	0	0
   8.50000000       8.72499943       1.00000000             253 	0	0	0	0
   9.00000000      0.899999619       1.00000000             254 	0	0	0	0
   9.00000000       2.27625132       1.00000000             255 	0	0	0	0
   9.00000000       3.09759521       1.00000000             256 	0	0	0	0
   9.00000000       3.78030443       1.00000000             257 	0	0	0	0
   9.00000000       4.40250731       1.00000000             258 	0	0	0	0
   9.00000000       5.00000000       1.00000000             259 	0	0	0	0
   9.00000000       5.59749222       1.00000000             260 	0	0	0	0
   9.00000000       6.21969509       1.00000000             261 	0	0	0	0
   9.00000000       6.90240431       1.00000000             262 	0	0	0	0
   9.00000000       7.72374868       1.00000000             263 	0	0	0	0
   9.00000000       9.10000038       1.00000000             264 	0	0	0	0
   9.50000000      0.474999428       1.00000000             265 	0	0	0	0
   9.50000000       1.99391127       1.00000000             266 	0	0	0	0
   9.50000000       2.90039492       1.00000000             267 	0	0	0	0
   9.50000000       3.65387249       1.00000000             268 	0	0	0	0
   9.50000000       4.34057236       1.00000000             269 	0	0	0	0
   9.50000000       5.00000000       1.00000000             270 	0	0	0	0
   9.50000000       5.65942764       1.00000000             271 	0	0	0	0
   9.50000000       6.34612751       1.00000000             272 	0	0	0	0
   9.50000000       7.09960461       1.00000000             273 	0	0	0	0
   9.50000000       8.00608826       1.00000000             274 	0	0	0	0
   9.50000000       9.52499962       1.00000000             275 	0	0	0	0
   10.0000000       0.00000000       1.00000000             276 	0	0	0	0
   10.0000000       1.67835546       1.00000000             277 	0	0	0	0
   10.0000000       2.67999458       1.00000000             278 	0	0	0	0
   10.0000000       3.51256657       1.00000000             279 	0	0	0	0
   10.0000000       4.27135086       1.00000000             280 	0	0	0	0
   10.0000000       5.00000000       1.00000000             281 	0	0	0	0
   10.0000000       5.72864914       1.00000000             282 	0	0	0	0
   10.0000000       6.48743343       1.00000000             283 	0	0	0	0
   10.0000000       7.32000542       1.00000000             284 	0	0	0	0
   10.0000000       8.32164478       1.00000000             285 	0	0	0	0
   10.0000000       9.99999905       1.00000000             286 	0	0	0	0
