         286          11          26
   0.00000000       0.00000000       1.00000000               1	  	0	0	0	0
   0.00000000       1.67835546       1.00000000               2 	0	0	0	0
   0.00000000       2.67999458       1.00000000               3 	0	0	0	0
   0.00000000       3.51256657       1.00000000               4 	0	0	0	0
   0.00000000       4.27135086       1.00000000               5 	0	0	0	0
   0.00000000       5.00000000       1.00000000               6 	0	0	0	0
   0.00000000       5.72864914       1.00000000               7 	0	0	0	0
   0.00000000       6.48743343       1.00000000               8 	0	0	0	0
   0.00000000       7.32000542       1.00000000               9 	0	0	0	0
   0.00000000       8.32164478       1.00000000              10 	0	0	0	0
   0.00000000       9.99999905       1.00000000              11 	0	0	0	0
  0.500000000      0.474999905       1.00000000              12 	0	0	0	0
  0.500000000       1.99391127       1.00000000              13 	0	0	0	0
  0.500000000       2.90039492       1.00000000              14 	0	0	0	0
  0.500000000       3.65387249       1.00000000              15 	0	0	0	0
  0.500000000       4.34057188       1.00000000              16 	0	0	0	0
  0.500000000       4.99999952       1.00000000              17 	0	0	0	0
  0.500000000       5.65942669       1.00000000              18 	0	0	0	0
  0.500000000       6.34612656       1.00000000              19 	0	0	0	0
  0.500000000       7.09960413       1.00000000              20 	0	0	0	0
  0.500000000       8.00608730       1.00000000              21 	0	0	0	0
  0.500000000       9.52499771       1.00000000              22 	0	0	0	0
   1.00000000      0.900000095       1.00000000              23 	0	0	0	0
   1.00000000       2.27625179       1.00000000              24 	0	0	0	0
   1.00000000       3.09759569       1.00000000              25 	0	0	0	0
   1.00000000       3.78030491       1.00000000              26 	0	0	0	0
   1.00000000       4.40250778       1.00000000              27 	0	0	0	0
   1.00000000       5.00000048       1.00000000              28 	0	0	0	0
   1.00000000       5.59749269       1.00000000              29 	0	0	0	0
   1.00000000       6.21969604       1.00000000              30 	0	0	0	0
   1.00000000       6.90240479       1.00000000              31 	0	0	0	0
   1.00000000       7.72374916       1.00000000              32 	0	0	0	0
   1.00000000       9.10000038       1.00000000              33 	0	0	0	0
   1.50000000       1.27499986       1.00000000              34 	0	0	0	0
   1.50000000       2.52537465       1.00000000              35 	0	0	0	0
   1.50000000       3.27159595       1.00000000              36 	0	0	0	0
   1.50000000       3.89186192       1.00000000              37 	0	0	0	0
   1.50000000       4.45715618       1.00000000              38 	0	0	0	0
   1.50000000       5.00000000       1.00000000              39 	0	0	0	0
   1.50000000       5.54284382       1.00000000              40 	0	0	0	0
   1.50000000       6.10813808       1.00000000              41 	0	0	0	0
   1.50000000       6.72840405       1.00000000              42 	0	0	0	0
   1.50000000       7.47462511       1.00000000              43 	0	0	0	0
   1.50000000       8.72499943       1.00000000              44 	0	0	0	0
   2.00000000       1.60000014       1.00000000              45 	0	0	0	0
   2.00000000       2.74128175       1.00000000              46 	0	0	0	0
   2.00000000       3.42239642       1.00000000              47 	0	0	0	0
   2.00000000       3.98854542       1.00000000              48 	0	0	0	0
   2.00000000       4.50451851       1.00000000              49 	0	0	0	0
   2.00000000       5.00000000       1.00000000              50 	0	0	0	0
   2.00000000       5.49548149       1.00000000              51 	0	0	0	0
   2.00000000       6.01145458       1.00000000              52 	0	0	0	0
   2.00000000       6.57760334       1.00000000              53 	0	0	0	0
   2.00000000       7.25871801       1.00000000              54 	0	0	0	0
   2.00000000       8.39999962       1.00000000              55 	0	0	0	0
   2.50000000       1.87500000       1.00000000              56 	0	0	0	0
   2.50000000       2.92397213       1.00000000              57 	0	0	0	0
   2.50000000       3.54999661       1.00000000              58 	0	0	0	0
   2.50000000       4.07035398       1.00000000              59 	0	0	0	0
   2.50000000       4.54459429       1.00000000              60 	0	0	0	0
   2.50000000       5.00000000       1.00000000              61 	0	0	0	0
   2.50000000       5.45540571       1.00000000              62 	0	0	0	0
   2.50000000       5.92964554       1.00000000              63 	0	0	0	0
   2.50000000       6.45000315       1.00000000              64 	0	0	0	0
   2.50000000       7.07602787       1.00000000              65 	0	0	0	0
   2.50000000       8.12499905       1.00000000              66 	0	0	0	0
   3.00000000       2.09999990       1.00000000              67 	0	0	0	0
   3.00000000       3.07344604       1.00000000              68 	0	0	0	0
   3.00000000       3.65439701       1.00000000              69 	0	0	0	0
   3.00000000       4.13728857       1.00000000              70 	0	0	0	0
   3.00000000       4.57738352       1.00000000              71 	0	0	0	0
   3.00000000       5.00000000       1.00000000              72 	0	0	0	0
   3.00000000       5.42261648       1.00000000              73 	0	0	0	0
   3.00000000       5.86271143       1.00000000              74 	0	0	0	0
   3.00000000       6.34560299       1.00000000              75 	0	0	0	0
   3.00000000       6.92655373       1.00000000              76 	0	0	0	0
   3.00000000       7.89999962       1.00000000              77 	0	0	0	0
   3.25000000       2.19374990       1.00000000              78 	0	0	0	0
   3.25000000       3.13572693       1.00000000              79 	0	0	0	0
   3.25000000       3.69789696       1.00000000              80 	0	0	0	0
   3.25000000       4.16517782       1.00000000              81 	0	0	0	0
   3.25000000       4.59104538       1.00000000              82 	0	0	0	0
   3.25000000       5.00000000       1.00000000              83 	0	0	0	0
   3.25000000       5.40895414       1.00000000              84 	0	0	0	0
   3.25000000       5.83482170       1.00000000              85 	0	0	0	0
   3.25000000       6.30210304       1.00000000              86 	0	0	0	0
   3.25000000       6.86427307       1.00000000              87 	0	0	0	0
   3.25000000       7.80624962       1.00000000              88 	0	0	0	0
   3.43301272       2.25445557       1.00000000              89 	0	0	0	0
   3.43301272       3.17605543       1.00000000              90 	0	0	0	0
   3.43301272       3.72606444       1.00000000              91 	0	0	0	0
   3.43301272       4.18323708       1.00000000              92 	0	0	0	0
   3.43301272       4.59989214       1.00000000              93 	0	0	0	0
   3.43301272       5.00000000       1.00000000              94 	0	0	0	0
   3.43301272       5.40010786       1.00000000              95 	0	0	0	0
   3.43301272       5.81676292       1.00000000              96 	0	0	0	0
   3.43301272       6.27393532       1.00000000              97 	0	0	0	0
   3.43301272       6.82394457       1.00000000              98 	0	0	0	0
   3.43301272       7.74554396       1.00000000              99 	0	0	0	0
   3.50000000       2.27500010       1.00000000             100 	0	0	0	0
   3.50000000       3.18970346       1.00000000             101 	0	0	0	0
   3.50000000       3.73559713       1.00000000             102 	0	0	0	0
   3.50000000       4.18934870       1.00000000             103 	0	0	0	0
   3.50000000       4.60288620       1.00000000             104 	0	0	0	0
   3.50000000       5.00000000       1.00000000             105 	0	0	0	0
   3.50000000       5.39711380       1.00000000             106 	0	0	0	0
   3.50000000       5.81065130       1.00000000             107 	0	0	0	0
   3.50000000       6.26440287       1.00000000             108 	0	0	0	0
   3.50000000       6.81029606       1.00000000             109 	0	0	0	0
   3.50000000       7.72499943       1.00000000             110 	0	0	0	0
   3.51703715       2.28008175       1.00000000             111 	0	0	0	0
   3.51703715       3.19307947       1.00000000             112 	0	0	0	0
   3.51703715       3.73795509       1.00000000             113 	0	0	0	0
   3.51703715       4.19086075       1.00000000             114 	0	0	0	0
   3.51703715       4.60362673       1.00000000             115 	0	0	0	0
   3.51703715       5.00000000       1.00000000             116 	0	0	0	0
   3.51703715       5.39637327       1.00000000             117 	0	0	0	0
   3.51703715       5.80913925       1.00000000             118 	0	0	0	0
   3.51703715       6.26204491       1.00000000             119 	0	0	0	0
   3.51703715       6.80692005       1.00000000             120 	0	0	0	0
   3.51703715       7.71991777       1.00000000             121 	0	0	0	0
   3.64644670       2.31678939       1.00000000             122 	0	0	0	0
   3.64644670       3.21746564       1.00000000             123 	0	0	0	0
   3.64644670       3.75498724       1.00000000             124 	0	0	0	0
   3.64644670       4.20178032       1.00000000             125 	0	0	0	0
   3.64644670       4.60897589       1.00000000             126 	0	0	0	0
   3.64644670       5.00000000       1.00000000             127 	0	0	0	0
   3.64644670       5.39102364       1.00000000             128 	0	0	0	0
   3.64644670       5.79821920       1.00000000             129 	0	0	0	0
   3.64644670       6.24501228       1.00000000             130 	0	0	0	0
   3.64644670       6.78253412       1.00000000             131 	0	0	0	0
   3.64644670       7.68321037       1.00000000             132 	0	0	0	0
   3.87059045       2.37244344       1.00000000             133 	0	0	0	0
   3.87059045       3.25443816       1.00000000             134 	0	0	0	0
   3.87059045       3.78081083       1.00000000             135 	0	0	0	0
